Unit ID,Rarity,Name,Health,Knockbacks,Speed,Attack,DPS,A. Type,A. Frequency,Foreswing,Range,Cost,Recharge,Abilities
263-2,EX,ネコニャームス,"1,750",3,8,800,161,範囲,149,50,300,840,346,対 赤い敵 30％の確率で90～108F動きを止める
264-1,EX,ポチ,"1,125",2,7,225,101,単体,67,20,150,510,226,2％の確率でクリティカル
264-2,EX,タンクポチ,"1,500",2,7,300,134,単体,67,20,150,510,226,2％の確率でクリティカル
265-1,EX,クロミ,"1,050",4,12,150,113,単体,40,11,160,480,166,"2連続攻撃 75 75（11F 19F）
 対 黒い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）"
265-2,EX,クロミとにゃんこたち,"1,375",4,12,200,150,単体,40,11,160,480,166,"2連続攻撃 100 100（11F 19F）
 対 黒い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）"
266-1,EX,せつ子,"1,100",1,5,225,38,範囲,179,30,240,540,266,対 赤い敵 30％の確率でふっとばす
266-2,EX,せつ子Love鯖,"1,450",1,5,300,50,範囲,179,30,240,540,266,対 赤い敵 30％の確率でふっとばす
267-1,EX,ねば～る君,"1,525",3,9,775,175,範囲,133,28,225,900,386,対 浮いてる敵 30％の確率で90～108F動きを遅くする
267-2,EX,ねば～る君とにゃんこ,"2,050",3,9,"1,050",237,範囲,133,28,225,900,386,対 浮いてる敵 30％の確率で90～108F動きを遅くする
268-1,激レア,ネコタイフーン,"1,725",3,9,60,300,範囲,6,1,180,"1,350",586,5％の確率でクリティカル
268-2,激レア,ネコハリケーン,"2,250",3,9,75,375,範囲,6,1,180,"1,350",586,5％の確率でクリティカル
268-3,激レア,ネコあらし,"3,825",3,14,75,375,範囲,6,1,180,"1,350",586,5％の確率でクリティカル
269-1,EX,ネコずきんミーニャ,"3,000",4,10,"1,500",231,範囲,195,76,435,"3,900",2946,遠方範囲攻撃（300～600）
269-2,EX,ラブリィずきんミーニャ,"3,000",4,10,"1,500",231,範囲,195,76,435,"3,900",2946,遠方範囲攻撃（300～600）
269-3,EX,覚醒ラブずきんミーニャ,"4,500",4,10,"3,000",462,範囲,195,76,435,"3,900",2946,"対 古代種 50％の確率で100F攻撃力50％に低下
 遠方範囲攻撃（300～700）
 無効（古代の呪い）"
270-1,超激レア,幼獣ガオ,"2,000",5,9,"1,000",326,範囲,92,33,310,900,226,対 全敵（白 無 魔 使 除く） めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
270-2,超激レア,皇獣ガオウ,"9,500",4,9,"4,000",764,範囲,157,38,470,"6,000",4346,"対 全敵（白 無 魔 使 除く） めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 5％の確率でクリティカル
 無効（波動）"
271-1,超激レア,狂乱のユキ,"2,875",5,8,"3,725",273,範囲,410,43,420,"4,320",3146,対 赤い敵 黒い敵 超ダメージ（与ダメ x3～4）
271-2,超激レア,狂乱のユキ＆ネコ,"5,375",5,8,"7,450",545,範囲,410,43,420,"4,320",3146,対 赤い敵 黒い敵 超ダメージ（与ダメ x3～4）
271-3,超激レア,狂乱のネコ耳ユキ,"7,875",5,16,"9,312",681,範囲,410,43,420,"4,320",3146,"対 赤い敵 黒い敵 超ダメージ（与ダメ x3～4）
 無効（遅くする）"
272-1,超激レア,太陽神アマテラス,"5,450",4,10,"1,875",283,範囲,199,60,455,"4,740",3746,対 全敵（白 無 魔 使 除く） 超ダメージ（与ダメ x3～4）
272-2,超激レア,テラアマテラス,"7,450",4,10,"2,500",377,範囲,199,60,455,"4,740",3746,対 全敵（白 無 魔 使 除く） 超ダメージ（与ダメ x3～4）
272-3,超激レア,Gテラアマテラス,"7,450",4,10,"3,437",518,範囲,199,60,455,"4,740",3746,対 全敵（白 無 魔 使 除く） 超ダメージ（与ダメ x3～4）
273-1,超激レア,繁栄神ガネーシャ,"6,450",5,9,"3,700",398,範囲,279,80,400,"4,350",3446,"体力80％以下で攻撃力上昇（与ダメ x1.5）
 遠方範囲攻撃（275～725）"
273-2,超激レア,ガネーシャエクサ,"8,700",5,9,"4,950",532,範囲,279,80,400,"4,350",3446,"体力80％以下で攻撃力上昇（与ダメ x1.5）
 遠方範囲攻撃（275～725）"
273-3,超激レア,Gガネーシャエクサ,"9,825",5,9,"4,950",532,範囲,279,80,400,"4,350",3446,"体力80％以下で攻撃力上昇（与ダメ x2）
 遠方範囲攻撃（275～725）"
274-1,激レア,チアにゃんこ,"1,500",3,10,750,37,単体,609,130,350,900,946,"対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 100％の確率でクリティカル"
274-2,激レア,ネコウエイトレス,"2,000",3,10,"1,000",49,単体,609,130,350,900,946,"対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 100％の確率でクリティカル"
274-3,激レア,にゃんこそば,"2,500",3,10,"1,250",62,単体,609,130,350,900,946,"対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 100％の確率でクリティカル"
275-1,超激レア,トロピカルカリファ,"3,800",5,27,"3,125",621,範囲,151,37,340,"3,900",1946,対 赤い敵 超ダメージ（与ダメ x3～4）
275-2,超激レア,トロピカルXカリファ,"6,350",5,27,"5,000",993,範囲,151,37,340,"3,900",1946,対 赤い敵 超ダメージ（与ダメ x3～4）
276-1,超激レア,真夏のホワイトラビット,"7,200",6,11,"5,700",606,範囲,282,43,465,"4,950",3946,対 黒い敵 天使 100％の確率で140～168F動きを遅くする
276-2,超激レア,真夏のブラックキャット,"7,200",6,11,"5,700",606,範囲,282,43,465,"4,950",3946,対 黒い敵 天使 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
277-1,激レア,夏色ねねこ,"1,250",3,5,250,12,単体,627,28,310,148,1744,100％の確率でクリティカル
277-2,激レア,海辺のねねこ,"2,250",3,5,375,18,単体,627,28,310,148,1744,100％の確率でクリティカル
277-3,激レア,初夏・海辺のねねこ,"2,250",3,5,"1,125",54,単体,627,28,310,148,1744,100％の確率でクリティカル
278-1,レア,なめこ,275,3,9,50,13,単体,113,52,150,90,60,-
278-2,レア,なめこ＆にゃんこ,275,3,9,25,4,単体,171,52,200,90,60,-
279-1,レア,なめこタンク,"1,500",3,6,500,97,単体,155,36,380,900,406,-
279-2,レア,なめこタンク＆にゃんこ,"1,500",3,6,500,97,単体,155,36,380,900,406,-
280-1,レア,白ネコなめこ,"1,000",3,12,300,80,単体,113,52,175,660,106,-
280-2,レア,キモ白ネコなめこ,"1,000",3,12,300,69,単体,131,52,350,660,106,-
281-1,レア,要塞なめこ,"1,125",1,7,25,6,単体,126,52,130,180,60,-
281-2,レア,なめこ＆要塞にゃんこ,"1,125",1,7,25,6,単体,126,52,130,180,60,-
282-1,レア,ふてニャン,750,2,6,217,99,単体,66,27,150,450,106,対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
282-2,レア,モミモミふてニャン,750,2,12,147,67,単体,66,27,150,450,106,対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
283-1,レア,ネコ阿波踊り,375,3,8,30,21,単体,43,14,140,75,60,-
283-2,レア,ネコソーラン,375,3,8,30,21,単体,43,14,140,75,60,-
283-3,レア,ネコ舞踊ゴージャス,500,3,8,42,29,単体,43,14,140,75,60,対 超獣 特効（与ダメ増 被ダメ減）
284-1,超激レア,猫飯拳パイパイ,"7,000",3,20,"7,500",710,範囲,317,76,440,"4,500",3346,"対 赤い敵 超ダメージ（与ダメ x3～4）
 対 赤い敵 打たれ強い（被ダメ 1/4～1/5）
 無効（攻撃力低下）"
284-2,超激レア,猫飯拳パイパイZ,"7,000",3,20,"7,500",710,範囲,317,76,440,"4,500",3346,"対 赤い敵 超ダメージ（与ダメ x3～4）
 対 赤い敵 打たれ強い（被ダメ 1/4～1/5）
 無効（攻撃力低下）"
284-3,超激レア,猫拳王パイパイDX,"7,000",3,20,"7,500",710,範囲,317,76,440,"4,500",3346,"対 赤い敵 超ダメージ（与ダメ x3～4）
 対 赤い敵 超打たれ強い
 （被ダメ 1/6～1/7）
 無効（攻撃力低下）"
285-1,激レア,ネコ特急,"1,500",1,60,"2,500",373,単体,201,1,140,750,586,撃破時お金x2
285-2,激レア,ネコ超特急,"2,250",1,75,"3,750",560,単体,201,1,140,750,586,撃破時お金x2
285-3,激レア,ネコエクスプレス,"3,000",1,85,"4,375",653,単体,201,1,140,750,586,撃破時お金x2
287-1,超激レア,閃雷機兵レイ,"6,250",5,24,"5,000",714,範囲,210,71,400,"4,110",2746,"対 浮いてる敵 超ダメージ（与ダメ x3～4）
 対 浮いてる敵 打たれ強い（被ダメ 1/4～1/5）
 無効（遅くする）"
287-2,超激レア,閃雷機兵プラズマレイ,"6,250",5,24,"5,000",714,範囲,210,71,400,"4,110",2746,"対 浮いてる敵 超ダメージ（与ダメ x3～4）
 対 浮いてる敵 打たれ強い（被ダメ 1/4～1/5）
 無効（遅くする）"
287-3,超激レア,閃雷輝兵ウイングレイ,"6,250",5,24,"5,000",714,範囲,210,71,400,"4,110",2746,"対 浮いてる敵 超ダメージ（与ダメ x3～4）
 対 浮いてる敵 超打たれ強い
 （被ダメ 1/6～1/7）
 無効（遅くする）"
288-1,激レア,ネコ球児,"1,725",2,10,725,207,範囲,105,30,275,"1,200",406,"対 エイリアン 打たれ強い（被ダメ 1/4～1/5）
 遠方範囲攻撃（425～550）"
288-2,激レア,ネコリーガー,"2,225",2,10,975,279,範囲,105,30,275,"1,200",406,"対 エイリアン 打たれ強い（被ダメ 1/4～1/5）
 35％の確率でバリアブレイク
 遠方範囲攻撃（425～550）"
288-3,激レア,ネコゴルファー,"2,725",2,10,975,279,範囲,105,30,275,"1,200",406,"対 エイリアン 打たれ強い（被ダメ 1/4～1/5）
 35％の確率でバリアブレイク
 遠方範囲攻撃（425～650）"
289-1,超激レア,鹿目まどか,"6,375",4,20,"4,125",509,範囲,243,44,550,"4,350",4146,"対 浮いてる敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 対 浮いてる敵 100％の確率で90～108F動きを遅くする
 対 魔女 魔女キラー（与ダメ x5 被ダメ 1/10）
 遠方範囲攻撃（450～800）"
289-2,超激レア,まどか＆ネコ,"6,375",4,20,"4,125",509,範囲,243,44,550,"4,350",4146,"対 浮いてる敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 対 浮いてる敵 100％の確率で90～108F動きを遅くする
 対 魔女 魔女キラー（与ダメ x5 被ダメ 1/10）
 遠方範囲攻撃（450～800）"
290-1,超激レア,暁美ほむら,"7,075",3,11,"5,075",765,範囲,199,30,455,"4,470",3946,"対 黒い敵 50％の確率で120～144F動きを止める
 対 魔女 魔女キラー（与ダメ x5 被ダメ 1/10）
 無効（遅くする）"
290-2,超激レア,ほむら＆ネコ,"7,075",3,11,"5,075",765,範囲,199,30,455,"4,470",3946,"対 黒い敵 50％の確率で120～144F動きを止める
 対 魔女 魔女キラー（与ダメ x5 被ダメ 1/10）
 無効（遅くする）"
291-1,超激レア,美樹さやか,"9,900",2,12,"4,900",855,範囲,172,33,400,"4,230",3546,"対 魔女 魔女キラー（与ダメ x5 被ダメ 1/10）
 体力50％以下で攻撃力上昇（与ダメ x1.5）
 100％の確率で1度だけ生き残る
 無効（ふっとばす）"
291-2,超激レア,さやか＆ネコ,"9,900",2,12,"4,900",855,範囲,172,33,400,"4,230",3546,"対 魔女 魔女キラー（与ダメ x5 被ダメ 1/10）
 体力50％以下で攻撃力上昇（与ダメ x1.5）
 100％の確率で1度だけ生き残る
 無効（ふっとばす）"
292-1,超激レア,巴マミ,"6,600",4,9,"5,850",645,範囲,272,33,475,"4,410",4046,"対 天使 超ダメージ（与ダメ x3～4）
 対 魔女 魔女キラー（与ダメ x5 被ダメ 1/10）
 遠方範囲攻撃（300～700）"
292-2,超激レア,マミ＆ネコ,"6,600",4,9,"5,850",645,範囲,272,33,475,"4,410",4046,"対 天使 超ダメージ（与ダメ x3～4）
 対 魔女 魔女キラー（与ダメ x5 被ダメ 1/10）
 遠方範囲攻撃（300～700）"
293-1,超激レア,佐倉杏子,"8,700",3,14,"5,950",779,範囲,229,50,435,"4,290",3846,"対 赤い敵 50％の確率でふっとばす
 対 赤い敵 50％の確率で250～300F攻撃力50％に低下
 対 魔女 魔女キラー（与ダメ x5 被ダメ 1/10）
 無効（攻撃力低下）"
293-2,超激レア,杏子＆ネコ,"8,700",3,14,"5,950",779,範囲,229,50,435,"4,290",3846,"対 赤い敵 50％の確率でふっとばす
 対 赤い敵 50％の確率で250～300F攻撃力50％に低下
 対 魔女 魔女キラー（与ダメ x5 被ダメ 1/10）
 無効（攻撃力低下）"
294-1,激レア,キュゥべえ,"2,475",3,9,975,574,単体,51,26,220,660,186,"対 エイリアン 打たれ強い（被ダメ 1/4～1/5）
 50％の確率で1度だけ生き残る"
294-2,激レア,キュゥべえ＆ネコ,"2,475",3,9,975,574,単体,51,26,220,660,186,"対 エイリアン 打たれ強い（被ダメ 1/4～1/5）
 50％の確率で1度だけ生き残る"
295-1,レア,ネコまどか,"2,125",4,9,625,199,単体,94,23,120,630,206,対 浮いてる敵 30％の確率で60～72F動きを遅くする
295-2,レア,魔法少女ネコまどか,"2,125",4,9,625,199,単体,94,25,250,630,206,対 浮いてる敵 30％の確率で60～72F動きを遅くする
296-1,レア,ネコほむら,"2,250",3,9,500,234,単体,64,23,120,660,186,対 黒い敵 30％の確率で60～72F動きを止める
296-2,レア,魔法少女ネコほむら,"2,250",3,9,500,238,単体,63,22,200,660,186,対 黒い敵 30％の確率で60～72F動きを止める
297-1,レア,ネコさやか,"2,450",2,9,450,260,単体,52,23,180,600,146,体力50％以下で攻撃力上昇（与ダメ x1.5）
297-2,レア,魔法少女ネコさやか,"2,450",2,9,675,389,単体,52,11,180,600,146,体力50％以下で攻撃力上昇（与ダメ x1.5）
298-1,レア,ネコマミ,"2,000",4,9,600,189,単体,95,16,200,645,196,対 天使 超ダメージ（与ダメ x3～4）
298-2,レア,魔法少女ネコマミ,"2,000",4,9,600,189,単体,95,20,250,645,196,対 天使 超ダメージ（与ダメ x3～4）
299-1,レア,ネコ杏子,"2,312",3,9,562,234,単体,72,23,150,615,176,対 赤い敵 30％の確率で200～240F攻撃力50％に低下
299-2,レア,魔法少女ネコ杏子,"2,312",3,9,562,234,単体,72,15,200,615,176,対 赤い敵 30％の確率で200～240F攻撃力50％に低下
300-1,レア,ちびまどか,"1,250",2,10,250,57,単体,131,42,120,450,746,対 魔女 魔女キラー（与ダメ x5 被ダメ 1/10）
300-2,レア,ちび魔法少女まどか,"1,250",2,10,250,57,単体,131,42,400,450,746,"対 浮いてる敵 超ダメージ（与ダメ x3～4）
 対 魔女 魔女キラー（与ダメ x5 被ダメ 1/10）
 遠方攻撃（325～450）"
300-3,レア,ちびアルティメットまどか,"1,250",2,10,250,57,範囲,131,42,425,450,746,"対 浮いてる敵 超ダメージ（与ダメ x3～4）
 対 魔女 魔女キラー（与ダメ x5 被ダメ 1/10）
 遠方範囲攻撃（325～475）"
301-1,EX,ちびほむら,"1,500",2,11,200,77,単体,78,7,225,450,746,対 魔女 魔女キラー（与ダメ x5 被ダメ 1/10）
301-2,EX,ちび魔法少女ほむら,"1,500",2,11,200,77,範囲,78,9,225,450,746,対 魔女 魔女キラー（与ダメ x5 被ダメ 1/10）
301-3,EX,ちび悪魔ほむら,"1,500",2,11,400,86,範囲,140,53,275,450,746,"対 黒い敵 50％の確率で150～180F攻撃力50％に低下
 対 魔女 魔女キラー（与ダメ x5 被ダメ 1/10）"
302-1,レア,ネコキュゥべえ,250,3,9,20,16,単体,37,8,140,90,60,40％の確率で1度だけ生き残る
302-2,レア,タンクキュゥべえ,"1,000",1,7,5,2,範囲,67,8,110,180,60,40％の確率で1度だけ生き残る
303-1,超激レア,ネコアイスゴースト,"3,500",3,8,"2,750",451,範囲,183,54,375,"3,300",1746,対 天使 75％の確率で120～144F動きを止める
303-2,超激レア,ネコアイスファントム,"5,000",3,8,"3,875",635,範囲,183,54,375,"3,300",1746,対 天使 75％の確率で120～144F動きを止める
303-3,超激レア,ネコアイスサキュバス,"5,000",3,8,"4,500",738,範囲,183,54,385,"3,300",1746,対 天使 悪魔 75％の確率で120～144F動きを止める
304-1,レア,ネコ屋台,"1,387",4,21,500,181,単体,83,12,200,525,186,対 天使 超ダメージ（与ダメ x3～4）
304-2,レア,ネコの宅配便,"1,387",4,21,500,181,単体,83,12,200,525,186,対 天使 超ダメージ（与ダメ x3～4）
304-3,レア,ネコ給食当番,"2,500",4,25,"1,550",560,単体,83,12,220,525,186,"対 天使 超ダメージ（与ダメ x3～4）
 対 天使 50％の確率で呪い（90～108F特殊能力封印）
 無効（古代の呪い）"
305-1,超激レア,帝国陸軍カタパルズ,"20,000",3,5,"4,000",476,範囲,252,93,375,"4,875",5446,"対 ゾンビ 打たれ強い（被ダメ 1/4～1/5）
 対 ゾンビ 50％の確率で250～300F攻撃力50％に低下
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 遠方範囲攻撃（275～725）"
305-2,超激レア,撃滅戦車ギガパルド,"20,000",3,5,"4,000",476,範囲,252,93,375,"4,875",5446,"対 ゾンビ 打たれ強い（被ダメ 1/4～1/5）
 対 ゾンビ 50％の確率で250～300F攻撃力50％に低下
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 遠方範囲攻撃（275～725）"
305-3,超激レア,超撃滅戦車ギガパルド,"20,000",3,5,"4,000",476,範囲,252,93,400,"4,875",5446,"対 ゾンビ 打たれ強い（被ダメ 1/4～1/5）
 対 ゾンビ 50％の確率で250～300F攻撃力50％に低下
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 遠方範囲攻撃（150～725）"
305-4,超激レア,極撃滅戦車ギガパルド,"20,000",3,5,"7,000",833,範囲,252,93,400,"4,875",5446,"対 ゾンビ 古代種 打たれ強い（被ダメ 1/4～1/5）
 対 ゾンビ 古代種 100％の確率で250～300F攻撃力50％に低下
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 遠方範囲攻撃（100～725）
 無効（古代の呪い 毒撃）"
